year7_pct_incorrect,year8_pct_incorrect,year9_pct_incorrect,year10_pct_incorrect,year11_pct_incorrect,overall_pct_incorrect,most_common_wrong_answer,explanation,_n_extracted,QuestionId,replication
75,60,45,35,25,48,B,"The most common error is processing the expression strictly from left to right (3 - 5 = -2, then -2 + 4 = 2, then 2 * 2 = 4), which leads to answer B. This happens because students often view the order of operations (BIDMAS/BODMAS) as a secondary rule to the natural reading order. Additionally, many students who do remember to multiply first (4 * 2 = 8) often struggle with the resulting directed number calculation ""3 - 5 + 8"". They may incorrectly calculate 3 - (5 + 8) leading to -10 (Answer D),",6,1465,0
65,55,45,35,25,45,B,"The most common error is processing the expression strictly from left to right (3 - 5 = -2; then -2 + 4 = 2; then 2 * 2 = 4), leading to answer B. This happens because students often view the equals sign as a prompt to ""calculate as you go"" rather than treating the expression as a single entity governed by BIDMAS/BODMAS rules. Even students who remember the acronym often fail to apply the hierarchy when addition/subtraction appear before multiplication. Answer D is also a common distractor for s",6,1465,1
65,50,40,30,20,41,B,"The most common error is performing the operations strictly from left to right (3 - 5 = -2, then -2 + 4 = 2, then 2 * 2 = 4), which leads to answer B. This happens because students often view the expression as a story to be read rather than applying BIDMAS/BODMAS rules. Additionally, even students who remember the acronym often struggle with the 'Addition' and 'Subtraction' priority, incorrectly believing addition must always come before subtraction (leading to 3 - 9 = -6, though not an option h",6,1465,2
75,60,45,35,25,48,B,"The most common error is processing the expression strictly from left to right (3 - 5 = -2; -2 + 4 = 2; 2 * 2 = 4), leading to answer B. This happens because students often view the equals sign as a prompt to calculate as they read, overriding the rules of BIDMAS/BODMAS. Another significant error is 'C', where students perform the addition before the subtraction (3 - 9 = -6, then * 2 = -12), a result of the common misconception that 'Addition' must come before 'Subtraction' because 'A' precedes ",6,1465,3
75,60,45,35,25,48,B,"The most common error is processing the expression strictly from left to right (3 - 5 = -2; -2 + 4 = 2; 2 * 2 = 4), which leads to answer B. This happens because students often view the equals sign as a prompt to calculate ""as they go"" rather than looking at the expression as a whole structure. Even students who remember the BIDMAS/BODMAS acronym often fail to apply it when the multiplication is at the end of the string. Additionally, some students may arrive at C or D if they struggle with nega",6,1465,4
65,50,40,30,22,41,C,"The primary misconception is the 'left-to-right' bias, where students instinctively process the numbers in the order they read them. Many students prioritize the subtraction (8-7) because it results in a 'friendly' number (1), making the subsequent calculation seem easier. Additionally, while most students memorise the BIDMAS/BODMAS acronym, many struggle to identify that 'Indices' (the power of 3) must take precedence over both division and subtraction, often viewing the exponent as a secondary",6,1493,0
65,50,40,30,22,41,C,"The primary misconception is the 'left-to-right' bias, where students instinctively process numbers as they read them, leading them to choose 8-7 first (Option C). Furthermore, many students rely on the BIDMAS/BODMAS acronym but struggle with the 'I' or 'O' (Indices/Orders). They often prioritize the operations they find easiest or most familiar (subtraction) over those they find more complex (powers). Even higher-ability students often make a 'reflex' error here because the calculation 8-7 is s",6,1493,1
65,50,35,25,15,38,C,"The primary misconception is the 'left-to-right' bias. Many students instinctively read a mathematical expression like a sentence and assume the operations should be performed in the order they appear. Option C (8-7) is the most common error because '8-7' is a very simple 'friendly' calculation that students want to resolve immediately. Furthermore, many students remember the BIDMAS/BODMAS acronym but mistakenly believe that Indices (I/O) come after Division/Multiplication, or they simply forget",6,1493,2
65,50,35,25,15,38,C,"The primary misconception is the 'left-to-right' bias. Many students instinctively read a mathematical expression like a sentence and assume the operations must be performed in the order they appear. Option C (8-7) is the most common error because '1' feels like a 'friendly' starting point for a calculation. Additionally, while many students memorise the BIDMAS/order of operations acronym, they often forget that 'Indices' (the power of 3) takes precedence over both subtraction and division, or t",6,1493,3
65,50,40,30,22,41,C,"The most common error is choosing C (8-7) because students read the expression from left to right, ignoring the hierarchy of operations (BIDMAS/BODMAS). Even students who know the acronym often struggle when indices are involved, as they are less practiced than basic four-operations priority. Younger students frequently believe that subtraction must come first simply because it appears first in the string. Furthermore, the ""7 ÷ 6"" part looks ""hard"" because it results in a fraction/decimal, leadi",6,1493,4
65,50,40,30,22,41,C,"The most common error is processing the calculation strictly from left to right (3+6=9, then 9÷2=4.5, then 4.5+1=5.5), which leads to option C. Students often view the equals sign as a signal to perform operations in the order they appear. Another common error is adding the 2 and 1 first (3+6÷3), leading to option D. Even high-achieving students often revert to left-to-right processing when under time pressure or when the division results in a non-integer mid-calculation, as seen here.",6,1508,0
75,60,45,35,25,48,C,"The primary error is the 'Left-to-Right' misconception. Students treat mathematics as a language read from left to right, ignoring the Order of Operations (BIDMAS/BODMAS). 

1. Students choosing Option C (5.5) perform: 3+6=9, then 9÷2=4.5, then 4.5+1=5.5. This is the most common error across all year groups.
2. Students choosing Option D (5) often add the outer numbers first or perform 6÷(2+1) then add 3.
3. Students choosing Option B (3) may perform (3+6) ÷ (2+1).

Even in Year 11, under exam p",6,1508,1
75,60,45,35,25,48,D,"The most common error is the 'Left-to-Right' misconception, where students ignore the Order of Operations (BIDMAS/BODMAS) and simply process the numbers as they appear: 3+6=9, then 9/2=4.5, then 4.5+1=5.5 (Option C), or more frequently, they truncate or miscalculate the division to reach an integer. However, the most frequent ""systematic"" error leading to Option D is adding the 3+6 first, then dividing by the sum of 2+1 (9 ÷ 3 = 3), or more simply, performing 3+6=9, 9/2=4.5, and rounding or misc",6,1508,2
75,60,45,35,25,48,D,"The most common error is the 'Left-to-Right' misconception, where students ignore the Order of Operations (BIDMAS/BODMAS) and simply process the numbers as they appear: 3+6=9, 9÷2=4.5, 4.5+1=5.5 (Option C), or more frequently, they miscalculate the division or round during the process. However, the specific trap in Option D (5) often comes from students doing (3+6) ÷ (2+1), while Option B (3) comes from other procedural inconsistencies. In my experience, despite being taught BIDMAS early on, the",6,1508,3
65,50,40,30,25,42,D,"The most common error is processing the calculation from left to right (3+6=9, 9/2=4.5, 4.5+1=5.5, which is option C) or, more frequently, performing both additions before the division (3+6=9 and 2+1=3, then 9/3=3, which is option B). However, the specific misconception tested here is the standard left-to-right processing without BIDMAS/order of operations. Many students will calculate 3+6=9, then 9/2=4.5, then 4.5+1=5.5. Surprisingly, a high volume of students also mistakenly group the numbers ",6,1508,4
65,55,45,35,25,45,C,"The most common error is the 'Left-to-Right' misconception. Students often ignore the order of operations (BIDMAS/BODMAS) and simply calculate 8 + 12 = 20, then 20 ÷ 4 = 5 for the left-hand side. Because the right-hand side also equals 5 (due to the brackets forcing that same calculation), they conclude the two sides are equal (Answer C). Even students who remember the acronym 'BIDMAS' often fail to apply it when the addition comes first in the string, as the visual pull of '8 + 12' being a 'nic",6,1545,0
65,55,45,35,25,45,C,"The primary misconception is the failure to apply BIDMAS/BODMAS rules to the left-hand expression. Students often read mathematics from left to right like a sentence, leading them to calculate 8 + 12 = 20, then 20 ÷ 4 = 5. Because the right-hand side explicitly uses brackets to force this same calculation (8 + 12) ÷ 4 = 5, students conclude that both sides are equal (Option C). Even those who recognize the symbols often default to 'left-to-right' processing under pressure, overlooking that divis",6,1545,1
65,55,45,35,25,45,C,"The most common error is the 'left-to-right' misconception. Students look at the left-hand side and calculate (8+12) then divide by 4, arriving at 5. Because the right-hand side also results in 5 (due to the brackets explicitly forcing that order), they conclude that both sides are equal and choose C. Even students who remember the acronym BIDMAS/BODMAS often fail to apply it when the addition comes first in the expression, as their natural instinct is to read the numbers as they appear. By Year",6,1545,2
65,55,45,35,25,45,C,"The most common error is the 'left-to-right' misconception, where students ignore BIDMAS/order of operations. For the left side, they calculate 8+12 first to get 20, then divide by 4 to get 5. Since the right side also equals 5 (due to the brackets forcing the addition first), they conclude both sides are equal and choose C. Even students who know the acronym often fail to apply it when the addition comes first in the string, as the visual flow of the numbers '8+12' is very tempting.",6,1545,3
65,55,45,35,25,45,C,"The primary misconception is the 'Left-to-Right' fallacy, where students ignore BIDMAS/order of operations. For the left side, many students calculate 8+12 first to get 20, then divide by 4 to get 5. Since the right side also equals 5 (due to the brackets forcing the addition first), they conclude both sides are equal and choose C. Even students who remember the acronym often fail to apply it when the addition comes first in the string, as the visual flow of the numbers suggests a linear calcula",6,1545,4
65,45,30,20,12,34,D,"While the stated misconception focuses on priority order (which leads students to choice C), in my experience, the most common error in a multiple-choice format for this specific question is actually Option D. Students often struggle with the 'direction' of the vinculum, mistakenly placing the divisor on top, or they simply pick the most 'algebraic looking' fraction without checking the numerator/denominator placement. Option C is a very strong distractor for Year 7 and 8 students who fail to se",6,1599,0
65,45,30,20,12,34,C,"The most common error is selecting Option C, driven by a literal left-to-right translation of the expression. Students often struggle to conceptualise the vinculum (fraction bar) as a grouping symbol that replaces brackets. In Year 7 and 8, many students still view division primarily through the '÷' symbol and fail to recognise that in algebraic notation, the entire divisor (h+4) must move below the line. Option D is also a frequent 'distractor' for students who understand it should be a fractio",6,1599,1
65,45,30,20,15,35,C,"The most common error is option C, driven by a 'left-to-right' processing bias where students translate 'c divided by h' into a fraction first and then simply append the '+4' at the end, neglecting the brackets which indicate the entire expression (h+4) is the divisor. Option D is also a frequent 'distractor' for students who understand the fraction bar represents division but struggle with the spatial orientation of the numerator and denominator (the 'dividend/divisor' relationship).",6,1599,2
65,45,30,20,15,35,C,"The most common error is option C, driven by a 'left-to-right' processing bias where students translate 'c divided by h' immediately into a fraction and then simply 'tack on' the +4 at the end, ignoring the grouping function of the brackets. Option D is also a frequent 'reversal error' where students confuse the dividend and divisor when moving from horizontal to vertical notation. In Year 7, many students are still transitioning from arithmetic thinking to algebraic notation and often struggle ",6,1599,3
65,45,30,20,15,35,C,"The most common error is C, stemming from a 'left-to-right' processing bias where students translate 'c divided by h' into a fraction first and then simply append the '+ 4' at the end, ignoring the brackets which signify that the entire expression (h+4) is the divisor. Option D is also a frequent 'distractor' for lower-ability students who confuse the numerator and denominator (dividend vs divisor) when converting from linear to fractional notation.",6,1599,4
75,60,45,35,25,48,B,"The most common error is selecting B because students translate the sentence word-for-word into mathematical symbols without considering the hierarchy of operations (BIDMAS/BODMAS). They see ""take away six"" and write ""- 6"", then ""divide by three"" and write ""÷ 3"", failing to recognise that the division must apply to the entire result of the subtraction. Many students also confuse the structure of Option D, which represents ""divide by three then take away six,"" showing a lack of understanding of h",6,1615,0
75,60,45,35,25,48,B,"The most common error is choosing option B because it follows the linear, left-to-right reading of the sentence (""take away six"" then ""divide by three""). Students often fail to recognize that in formal algebraic notation, the order of operations (BIDMAS/BODMAS) must be maintained. Without brackets or a vinculum (the fraction bar), the division in option B would technically be performed before the subtraction. Option D is a secondary distractor for students who confuse the structure of two-step e",6,1615,1
75,60,45,35,25,48,B,"The most common error is choosing option B because it follows the linear left-to-right flow of the sentence (""take away six"" then ""divide by three""). Students often translate word problems into algebra by writing symbols in the exact order they appear, failing to recognise that standard BIDMAS/BODMAS rules would apply to that notation, which would require the division to happen before the subtraction. Option D is a secondary distractor for those who confuse the structure of two-step equations, w",6,1615,2
75,60,45,35,25,48,B,"The primary misconception is a literal left-to-right translation of the English sentence into mathematical notation without considering BIDMAS/order of operations. Option B is the most common distractor because students ""write what they hear"" in the order they hear it (n, then -6, then ÷3). They fail to recognise that in algebra, a fraction bar acts as a grouping symbol. Option D is a secondary error where students apply the division only to the variable, while Option C indicates a confusion bet",6,1615,3
75,60,45,35,25,48,B,"The most common error is choosing option B because it follows the linear ""left-to-right"" reading of the sentence. Students often translate ""I take away six"" as ""- 6"" and ""then divide by three"" as ""÷ 3"" without considering that BIDMAS/order of operations requires a vinculum (fraction bar) or brackets to ensure the subtraction happens first. Option D is the second most common error, representing a failure to group the 'n-6' before dividing. Even higher-ability students often struggle with the form",6,1615,4
85,75,65,55,45,65,B,"The primary error is a failure to apply the Order of Operations (BIDMAS/BODMAS). Students typically read the question from left to right, performing the subtraction first: 3/4 - 1/4 = 2/4 (or 1/2). They then multiply this result by 1/5, leading to 1/10 (Option B). This is a classic ""procedural interference"" where the ease of the subtraction (having common denominators) lures the student into ignoring the priority of multiplication. Secondary errors include Option A, where students subtract numer",6,1728,0
85,75,65,55,45,65,B,"The primary error is a failure to apply the Order of Operations (BIDMAS/BODMAS). Students typically read the expression from left to right, performing the subtraction first: (3/4 - 1/4 = 2/4). They then multiply this result by 1/5 (2/4 * 1/5 = 2/20), which simplifies to 1/10 (Option B). This error is incredibly persistent because students often view fractions as a 'topic' separate from general arithmetic rules. Even higher-ability students frequently default to left-to-right processing when face",6,1728,1
85,75,65,55,45,65,B,"The primary error is a failure to apply the Order of Operations (BIDMAS/BODMAS). Students typically read the question from left to right, performing the subtraction first (3/4 - 1/4 = 2/4 or 1/2) and then multiplying the result by 1/5, leading to 1/10 (Option B). This is a very persistent misconception because students often view fractions as ""one thing"" and the horizontal layout of the expression encourages a linear approach. Even older students who know the rules of BIDMAS often ""switch off"" w",6,1728,2
85,75,65,55,45,65,B,"The primary error is a failure to apply the Order of Operations (BIDMAS/BODMAS). Students typically read the expression from left to right, performing the subtraction first: (3/4 - 1/4) = 2/4 (or 1/2). They then multiply this result by 1/5, leading to 2/20, which simplifies to 1/10 (Option B). This is a classic ""procedural over-reliance"" where the visual layout of the question dictates the steps rather than mathematical priority rules. Younger students also struggle with the fractional arithmeti",6,1728,3
85,75,65,55,45,65,B,"The primary error is a failure to apply the Order of Operations (BIDMAS/BODMAS). Students typically read the expression from left to right, performing the subtraction first (3/4 - 1/4 = 2/4 or 1/2) and then multiplying the result by 1/5, leading to the incorrect answer B (1/10). Even students who remember BIDMAS often struggle with the fractional arithmetic required for the correct path (3/4 - 1/20), frequently failing to find a common denominator (15/20 - 1/20 = 14/20 = 7/10).",6,1728,4
65,55,45,35,25,45,D,"The most common error is a ""left-to-right"" processing bias where students ignore the Order of Operations (BIDMAS/BODMAS). Students calculate 8 - 7 = 1, then 1 + 10 = 11, and finally 11 × 3 = 33 (Option D). Another common error involves performing the addition before the subtraction (7 + 30 = 37, then 8 - 37 = -29), stemming from a literal interpretation of the 'A' coming before 'S' in BIDMAS, leading to Option C. However, the simple linear calculation is the most frequent mistake seen in UK clas",6,1866,0
65,55,45,35,25,45,D,"The most common error is a ""left-to-right"" processing bias, where students ignore the order of operations (BIDMAS/BODMAS). Students calculate 8 - 7 = 1, then 1 + 10 = 11, and finally 11 * 3 = 33 (Answer D). Another common error is misinterpreting the addition/subtraction priority; some students believe addition must always come before subtraction because 'A' comes before 'S' in BIDMAS, leading to 8 - (7 + 30) = -29 (Answer C), though this is less frequent than the simple linear calculation. Answ",6,1866,1
75,60,45,35,25,48,D,"The most common error is the 'Left-to-Right' misconception, where students ignore the Order of Operations (BIDMAS/BODMAS) and simply process the numbers as they appear. This leads them to calculate 8 - 7 = 1, then 1 + 10 = 11, and finally 11 * 3 = 33 (Option D). Another common error involves students correctly identifying that multiplication comes first (10 * 3 = 30) but then incorrectly processing the subtraction and addition, often thinking 'Addition comes before Subtraction' in the acronym, l",6,1866,2
65,55,45,35,25,45,D,"The most common error is processing the calculation from left to right (8 - 7 = 1, then 1 + 10 = 11, then 11 * 3 = 33), leading to answer D. This stems from a lack of fluency in applying BIDMAS/BODMAS rules, where multiplication must take precedence over addition and subtraction. Answer A (36) is also a common distractor for students who correctly identify the multiplication (30) but then incorrectly process the subtraction/addition by doing 8 - (7 + 30). Answer C represents a fundamental misund",6,1866,3
65,55,45,35,25,45,D,"The most common error is a ""left-to-right"" bias where students ignore the Order of Operations (BIDMAS/BODMAS). Students calculate 8 - 7 = 1, then 1 + 10 = 11, and finally 11 * 3 = 33 (Option D). Another common error is adding before subtracting (8 - 17) due to the 'A' appearing before 'S' in the acronym, leading to negative results. However, the simple linear processing of the expression is the dominant mistake seen in UK classrooms at Key Stage 3 and 4.",6,1866,4
98,85,70,55,40,70,C,"The most common error is failing to handle the sign change when rearranging to the form y = mx + c. Students often correctly identify that they need to divide by 3, but they struggle with the two-step rearrangement. Many will see the 5 and 3 and instinctively choose 5/3 (Option C) because they forget to subtract 5x from both sides, or they simply identify the coefficient of x without considering the full algebraic manipulation required. Year 7 and 8 students typically haven't mastered linear gra",6,121,0
98,85,70,55,45,71,A,"The most common error (Option A) stems from the ""coefficient of x"" misconception, where students identify the gradient simply as the number in front of x without rearranging to the form y=mx+c. Option C is the second most common error, where students correctly realize they must divide by 3 but fail to subtract 5x, or they incorrectly perform the inverse operation. Year 7 and 8 students struggle significantly as they often have not mastered linear graphs or the algebraic manipulation required to ",6,121,1
98,85,70,55,45,71,A,"The most common error is identifying the coefficient of x as the gradient without first rearranging the equation into the form y = mx + c. Students in Year 7 and 8 often haven't encountered linear graphs in this implicit form. Even for older students, the ""surface level"" pattern matching leads them to choose 5 (Option A). Those who do attempt to rearrange often fail to correctly apply inverse operations, forgetting to subtract 5x or failing to divide the entire expression by 3. Option C is a ver",6,121,2
98,85,70,55,45,71,A,"Students frequently assume the gradient is simply the coefficient of x (m) regardless of the equation's format, leading many to choose A (5). For those who recognize the need to rearrange into y=mx+c, two main errors occur: failing to divide the x-coefficient by the y-coefficient (leading to A or B) or, as specifically noted in the misconception, failing to use the inverse operation when moving 5x to the other side. This results in C (5/3) instead of the correct negative value D. In my experienc",6,121,3
98,85,70,55,45,71,C,"Students struggle with the multi-step rearrangement required to convert the equation into the form y = mx + c. The most common error is failing to handle the negative sign when moving the 5x term. Many students correctly identify that they must divide by 3, but they either ignore the subtraction step entirely (leading to answer A) or perform the subtraction but forget the negative sign in the final gradient (leading to answer C). Answer C is particularly common among higher-ability students who ",6,121,4
75,60,45,35,25,48,B,"The most common error (Option B) stems from students instinctively dividing the larger number by the smaller number (12 ÷ 3) rather than performing the correct algebraic inverse (3 ÷ 12). This is a deeply ingrained habit from primary school where divisions usually result in integers. Additionally, many students struggle with equations where the solution is a fraction less than one. Option A is a common secondary error where students correctly identify the fraction 3/12 but incorrectly apply a si",6,153,0
75,60,45,35,25,48,B,"The most common error (Option B) stems from students instinctively dividing the larger number by the smaller number (12 ÷ 3) rather than performing the correct algebraic inverse (3 ÷ 12). This is a deeply ingrained 'rule' many students subconsciously follow because they are more comfortable with integer results than fractions. Option A and C attract students who struggle with directed numbers or incorrectly apply sign changes when moving terms across the equals sign, but the 'division order' err",6,153,1
75,60,45,35,25,48,B,"The most common error (Option B) stems from two main issues: first, students often intuitively divide the larger number by the smaller number (12 ÷ 3) regardless of the algebraic structure, and second, they struggle with the concept of a fractional answer when the coefficient is larger than the constant. Option A and C are also frequent due to sign errors when 'moving' the -3 across the equals sign, but the 12/3 vs 3/12 error is the most persistent misconception across all ability levels.",6,153,2
75,60,45,35,25,48,B,"The most common error (Option B) stems from students instinctively dividing the larger number by the smaller number (12 ÷ 3) rather than performing the correct inverse operation (3 ÷ 12). This is a deeply ingrained habit from primary school where divisions often result in integers. Additionally, many students struggle with equations where the solution is a fraction less than one. Option A is a common secondary error where students correctly identify the fraction 3/12 but incorrectly apply a sign",6,153,3
75,60,45,35,25,48,B,"The most common error (Option B) stems from two main issues: first, the 'bigger number divided by smaller number' intuition, where students reflexively calculate 12 ÷ 3 rather than 3 ÷ 12. Second, as noted in the misconception focus, many students struggle with the final step of a linear equation when the coefficient is larger than the constant, mistakenly applying subtraction or incorrect division order. Option A is also a frequent distractor for students who confuse the sign change when moving",6,153,4
85,70,55,40,30,56,C,"The most common error occurs when students fail to apply inverse operations correctly to fractions. Instead of multiplying by 2 to isolate the numerator (t-3), many students see the 2 and the 8 and instinctively divide 1/8 by 2 (resulting in 1/16) or multiply the denominator 8 by 2 (also 1/16). This leads to t - 3 = 1/16, and subsequently t = 3 1/16 (Option C). Another common error is Option A, where students correctly multiply by 2 to get 2/8 (1/4) but then subtract 3 instead of adding it, or O",6,195,0
85,70,55,40,30,56,C,"The most common error (leading to C) is the 'same operation' misconception where students see the divide by 2 and multiply by 8, or see the subtract 3 and add it to the denominator. Specifically, many students will multiply the 1/8 by 2 to get 2/16 (or 1/8 / 2 = 1/16) and then add 3, but incorrectly handle the fraction addition or mistakenly multiply the denominator by 2 instead of the numerator. Option A is also common for those who cross-multiply incorrectly (8t - 24 = 26). The jump from algeb",6,195,1
85,70,55,40,30,56,C,"The most common error (leading to C) is failing to use inverse operations. Students see the 'divide by 2' and 'minus 3' and instinctively perform those operations on the 1/8 (calculating 1/8 ÷ 2 = 1/16, then 1/16 + 3 = 3 1/16). Another significant group will pick A by cross-multiplying incorrectly or performing 8 ÷ 2 then adding 3. Option B is often chosen by students who try to 'guess and check' with whole numbers or incorrectly subtract 1/8 from 2. The fraction on the right-hand side significa",6,195,2
85,70,55,40,30,56,C,"The most common error (leading to C) is failing to use inverse operations correctly. Students often see the 'divide by 2' and 'minus 3' and instinctively apply them to the 1/8 using the same operation rather than the inverse—calculating (1/8 ÷ 2) + 3 to get 1/16 + 3. Another significant group will choose A by correctly multiplying by 2 to get 1/4, but then mistakenly multiplying by 3 or adding 3 incorrectly due to poor fraction arithmetic. Year 7 and 8 students frequently struggle with the fract",6,195,3
85,70,55,40,30,56,C,"The most common error (leading to C) is the 'same operation' misconception where students see the 2 and the 8 and multiply them to get 16, or see the subtraction of 3 and add it incorrectly to the denominator. Specifically, many students will multiply both sides by 1/2 instead of 2, or perform (1/8)/2 to get 1/16, then add 3. Another common error is Option A, where students multiply the 8 by the 2 but then add 3 to the numerator before dividing, or incorrectly cross-multiply. Option B is a 'numb",6,195,4
95,80,65,50,40,66,B,"The most common error stems from a failure to use inverse operations correctly, specifically when dealing with the constants. Many students see '+2' and '-5' and instinctively combine them to get '-3' (leading to option A) or, more commonly, subtract 2 from 5 to get 3, then divide by the difference in n-terms, leading to an answer involving 1 (Option B). Furthermore, students often struggle when the variable ends up on the right-hand side; they may correctly reach 7 ≥ n but then reflexively flip",6,243,0
95,80,65,50,40,66,B,"The most common error stems from the ""same operation"" misconception identified in the prompt, leading students to Answer B (3n + 4n = 7n and 2 - 5 = -3, or more commonly, subtracting 2 from -5 to get -7, then dividing by 7). However, in my experience, the presence of the inequality sign and variables on both sides adds significant cognitive load. Many students will subtract 3n from 4n to get 'n' on the right, but then subtract 5 from 2 (getting -3) or add 2 to 5 but forget to flip the sign if th",6,243,1
95,80,65,50,40,66,B,"The most common error is failing to use inverse operations correctly, specifically with the constants. Many students see '+2' and '-5' and instinctively combine them to get '-3' (leading to option A) or mistakenly subtract 2 from 3 to get 1 (leading to option B). Option B is particularly common because students often struggle when the variable appears on both sides; they may subtract 3n from 4n to get 'n' correctly, but then erroneously subtract 5 from 2 (getting -3) or 2 from 3 (getting 1) due ",6,243,2
95,80,65,50,40,66,B,"The most common error stems from students using the same operation rather than the inverse, or failing to manage negative numbers correctly. 

Option B is the most common distractor because students often ""combine"" terms without inverse operations: they see the 3n and 4n and think ""4 - 3 = 1"", and see the 2 and -5 and think ""2 - 5 = -3"" or simply ignore the signs to get 1. 

Additionally, many students struggle when the variable ends up on the right-hand side (7 ≥ n). They often reflexively flip",6,243,3
95,80,65,50,35,65,B,"The primary misconception involves the ""floating"" of terms without using inverse operations. For option B (1 ≥ n), students often subtract 2 from 3 instead of adding 5 to 2, or they see the 3 and 2 and perform 3-2=1. Option D is also a very strong distractor for those who correctly calculate 7 but incorrectly flip the inequality sign when moving the variable to the right-hand side. Year 7 and 8 students struggle significantly as they often have not mastered the concept of variables on both sides",6,243,4
95,85,65,45,35,65,A,"The most common error (Option A) stems from students failing to apply inverse operations correctly. Instead of dividing by 'r', they may attempt to move it to the other side without changing the operation, or more commonly, they misinterpret the square power. Many students see the squared symbol and think the inverse is to square the other side (F²) rather than square rooting the entire expression. In Year 7 and 8, the concept of changing the subject is often not yet mastered, and the use of Gre",6,285,0
95,85,70,55,45,70,A,"Students frequently struggle with the 'order of operations' in reverse when rearranging. The most common error (Option A) stems from two specific misconceptions: 1) failing to recognize that 'r' is multiplying 'omega squared' and thus requires division, and 2) applying the power of 2 to the other side of the equation (squaring) rather than performing the inverse operation (square rooting). Option D is also a common 'half-way' error where students correctly root the F but forget that the square r",6,285,1
95,85,65,45,35,65,A,"The most common error (Option A) stems from students failing to use inverse operations. Instead of dividing by r and taking the square root, they 'move' the symbols and apply the operation seen in the question (squaring) to the other side. Year 7 and 8 students often haven't encountered formal rearrangement involving squares, leading to high failure rates. In higher years, even students who understand the steps often struggle with the order of operations, sometimes choosing D because they square",6,285,2
95,85,65,45,35,65,A,"Students struggle with the multi-step nature of this rearrangement. The most common error (Option A) stems from two specific misconceptions: firstly, the 'same operation' error where students see a square and think they must square the other side to 'balance' it, rather than taking the square root (inverse). Secondly, students often fail to recognize that 'r' is multiplying the omega term, leading them to either ignore it or incorrectly combine it. Option D is also a frequent distractor for high",6,285,3
98,85,65,45,35,66,A,"The high error rate in younger years is due to lack of exposure to rearranging (changing the subject) and the use of Greek letters, which students find intimidating. The most common error (A) stems from the specific misconception mentioned: instead of dividing by r, students 'move' it and keep the same operation (multiplication), and instead of square-rooting to undo the square, they square the other side. Option D is also a very common distractor for Year 10/11 students who understand the inver",6,285,4
85,70,55,40,30,56,C,"The most common error is the belief that you can multiply by the denominator (3) without multiplying every term in the equation. Students often think Katie is correct because they recognize the inverse operation of division is multiplication, but they fail to apply it to the '-5'. This 'partial multiplication' is a deep-seated misconception. Furthermore, many students struggle with the order of operations in reverse (SAMDIB/reverse BODMAS), leading them to think both methods are valid 'first ste",6,332,0
75,60,45,35,25,48,C,"The most common error is selecting 'Both', driven by a fundamental misunderstanding of the distributive property when multiplying an equation. Students often believe they can 'multiply by the denominator' (3) to get rid of the fraction without realizing they must multiply every term in the equation, including the -5. Katie's error (failing to multiply the -5 by 3) is a classic 'partial operation' mistake. Many students see Katie's step as a valid 'short cut' or simply fail to recognize that the ",6,332,1
85,70,55,40,30,56,C,"The most common error is selecting 'Both' (Option C). Students frequently misunderstand the distributive property of multiplication when applied to an entire equation. They correctly identify that Tom has added 5 to both sides (inverse of -5), but they wrongly believe Katie's method is also valid because they see ""multiply by 3"" as the inverse of ""divide by 3"". They fail to realise that if you multiply by 3, you must multiply *every* term, including the -5, making the correct line x - 15 = 36. T",6,332,2
85,70,55,40,30,56,C,"The most significant hurdle here is the 'selective' multiplication of terms. Students frequently believe that to 'get rid' of a denominator, they only need to multiply the fraction and the answer on the RHS, completely forgetting to multiply the independent constant (-5). They see Katie's logic of $12 \times 3 = 36$ as intuitive and fail to recognise that the subtraction of 5 must also be scaled if the entire equation is multiplied by 3. This leads a majority of students to choose 'Both', especi",6,332,3
75,60,45,35,25,48,C,"The most common error is selecting 'Both' (C) because students often believe they can multiply by the denominator (3) to 'get rid of the fraction' without applying that multiplication to every term in the equation. Katie's error—multiplying the x/3 and the 12 by 3, but forgetting to multiply the -5—is a classic 'malrule' in algebra. Students see the 36 and think she has correctly balanced the equation, failing to realise that to maintain equality, the -5 must also become -15. Younger students or",6,332,4
98,90,75,60,45,74,B,"The most common error is the 'coefficient grab', where students assume the gradient is simply the coefficient of x (4) without rearranging into y=mx+c. For those who do attempt to rearrange, many fail to use inverse operations, incorrectly moving 4x to the other side as a positive or forgetting to divide the entire term by 3. Option B is highly attractive to lower-attaining students who recognize the term 'gradient' is linked to x but lack the algebraic fluency to manipulate the equation. Option",6,362,0
98,90,75,60,45,74,B,"The most common error is the 'coefficient grab'—students assume the gradient is simply the number in front of x (4), ignoring the need to rearrange into y = mx + c. Among higher-ability students who know they must rearrange, the misconception tested (using the same operation instead of the inverse) leads them to answer D (4/3) because they fail to subtract 4x, or A (-4) because they subtract 4x but forget to divide by 3. Option B remains the most frequent error across the general population due ",6,362,1
98,90,75,60,45,74,B,"The most common error is the ""coefficient grab,"" where students assume the gradient is simply the coefficient of x (Option B) without rearranging the equation into the form y = mx + c. Among higher-ability students who know they must rearrange, many fail to use inverse operations correctly; they often move the 4x term without changing its sign (leading to Option D) or forget to divide the x-coefficient by the y-coefficient (leading to Option A). Year 7 and 8 students perform poorly here as they ",6,362,2
